city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
Ridgecrest,Ridgecrest,FL,Florida,12103,Pinellas,27.8953,-82.8063
Lake Cassidy,Lake Cassidy,WA,Washington,53061,Snohomish,48.0639,-122.092
Gooding,Gooding,ID,Idaho,16047,Gooding,42.9373,-114.7134
Palmyra,Palmyra,MO,Missouri,29127,Marion,39.7985,-91.5272
Lake of the Pines,Lake of the Pines,CA,California,6057,Nevada,39.0378,-121.0642
McCall,McCall,ID,Idaho,16085,Valley,44.9076,-116.1124
Gordon Heights,Gordon Heights,NY,New York,36103,Suffolk,40.8645,-72.9678
Ozark,Ozark,AR,Arkansas,5047,Franklin,35.4995,-93.8431
Scissors,Scissors,TX,Texas,48215,Hidalgo,26.1333,-98.0476
Narragansett Pier,Narragansett Pier,RI,Rhode Island,44009,Washington,41.428,-71.467
Unicoi,Unicoi,TN,Tennessee,47171,Unicoi,36.2217,-82.3293
Combined Locks,Combined Locks,WI,Wisconsin,55087,Outagamie,44.2642,-88.3064
Kimberly,Kimberly,AL,Alabama,1073,Jefferson,33.776,-86.7968
Pine Lawn,Pine Lawn,MO,Missouri,29189,St. Louis,38.6953,-90.2756
Loxahatchee Groves,Loxahatchee Groves,FL,Florida,12099,Palm Beach,26.7106,-80.2763
Goldstream,Goldstream,AK,Alaska,2090,Fairbanks North Star,64.9339,-148.0083
Southern Shops,Southern Shops,SC,South Carolina,45083,Spartanburg,34.9846,-81.9934
Elm Creek,Elm Creek,TX,Texas,48323,Maverick,28.7782,-100.4911
Newport,Newport,MN,Minnesota,27163,Washington,44.8744,-92.9975
North Baltimore,North Baltimore,OH,Ohio,39173,Wood,41.1798,-83.6702
Peralta,Peralta,NM,New Mexico,35061,Valencia,34.8283,-106.686
Omro,Omro,WI,Wisconsin,55139,Winnebago,44.0391,-88.7378
Woodbridge,Woodbridge,CA,California,6077,San Joaquin,38.1692,-121.3113
Saw Creek,Saw Creek,PA,Pennsylvania,42103,Pike,41.1197,-75.0465
Stallion Springs,Stallion Springs,CA,California,6029,Kern,35.0935,-118.6477
Christiana,Christiana,TN,Tennessee,47149,Rutherford,35.7204,-86.4109
Darien,Darien,GA,Georgia,13191,McIntosh,31.3568,-81.4315
O'Neill,O'Neill,NE,Nebraska,31089,Holt,42.461,-98.6465
Orofino,Orofino,ID,Idaho,16035,Clearwater,46.4866,-116.2568
Osceola,Osceola,WI,Wisconsin,55095,Polk,45.3193,-92.6936
Golf Manor,Golf Manor,OH,Ohio,39061,Hamilton,39.1878,-84.4469
Thompsonville,Thompsonville,PA,Pennsylvania,42125,Washington,40.2802,-80.1204
Sandia Heights,Sandia Heights,NM,New Mexico,35001,Bernalillo,35.1746,-106.4884
Taylor Lake Village,Taylor Lake Village,TX,Texas,48201,Harris,29.5764,-95.0562
Kitty Hawk,Kitty Hawk,NC,North Carolina,37055,Dare,36.0717,-75.7184
Valley Grande,Valley Grande,AL,Alabama,1047,Dallas,32.4862,-87.0305
Volcano,Volcano,HI,Hawaii,15001,Hawaii,19.48,-155.2487
Hubbard,Hubbard,OR,Oregon,41047,Marion,45.1818,-122.8073
Meiners Oaks,Meiners Oaks,CA,California,6111,Ventura,34.4505,-119.2731
Eveleth,Eveleth,MN,Minnesota,27137,St. Louis,47.4637,-92.5443
Greenhills,Greenhills,OH,Ohio,39061,Hamilton,39.267,-84.5194
Rineyville,Rineyville,KY,Kentucky,21093,Hardin,37.7502,-85.9703
Dixmoor,Dixmoor,IL,Illinois,17031,Cook,41.633,-87.6672
Lake Erie Beach,Lake Erie Beach,NY,New York,36029,Erie,42.6242,-79.0786
Riverwoods,Riverwoods,IL,Illinois,17097,Lake,42.1723,-87.895
Newtown Grant,Newtown Grant,PA,Pennsylvania,42017,Bucks,40.2599,-74.9561
Kelseyville,Kelseyville,CA,California,6033,Lake,38.9704,-122.8327
Cambridge City,Cambridge City,IN,Indiana,18177,Wayne,39.8124,-85.1703
Canton,Canton,SD,South Dakota,46083,Lincoln,43.3032,-96.5848
Oglesby,Oglesby,IL,Illinois,17099,LaSalle,41.296,-89.0693
Hainesville,Hainesville,IL,Illinois,17097,Lake,42.3414,-88.0686
Brittany Farms-The Highlands,Brittany Farms-The Highlands,PA,Pennsylvania,42017,Bucks,40.269,-75.214
Helena Valley Northeast,Helena Valley Northeast,MT,Montana,30049,Lewis and Clark,46.6993,-111.9516
Long Lake,Long Lake,IL,Illinois,17097,Lake,42.3765,-88.1266
Northwest Harbor,Northwest Harbor,NY,New York,36103,Suffolk,41.0053,-72.222
Oxford,Oxford,MI,Michigan,26125,Oakland,42.8217,-83.2563
Gallipolis,Gallipolis,OH,Ohio,39053,Gallia,38.8186,-82.1934
Pen Argyl,Pen Argyl,PA,Pennsylvania,42095,Northampton,40.8675,-75.2535
Oregon,Oregon,IL,Illinois,17141,Ogle,42.0131,-89.3354
Osage,Osage,IA,Iowa,19131,Mitchell,43.2826,-92.8114
Carey,Carey,OH,Ohio,39175,Wyandot,40.9499,-83.3826
Annandale,Annandale,MN,Minnesota,27171,Wright,45.2598,-94.1205
Dublin,Dublin,TX,Texas,48143,Erath,32.0875,-98.3391
Nowata,Nowata,OK,Oklahoma,40105,Nowata,36.699,-95.6379
Camden,Camden,DE,Delaware,10001,Kent,39.0991,-75.557
Vienna,Vienna,GA,Georgia,13093,Dooly,32.0925,-83.7864
Baltimore,Baltimore,OH,Ohio,39045,Fairfield,39.846,-82.6047
Shadyside,Shadyside,OH,Ohio,39013,Belmont,39.9716,-80.7511
Mission Hills,Mission Hills,KS,Kansas,20091,Johnson,39.0141,-94.6172
Marlboro,Marlboro,NY,New York,36111,Ulster,41.6028,-73.9774
Boiling Springs,Boiling Springs,PA,Pennsylvania,42041,Cumberland,40.1592,-77.139
Knox,Knox,IN,Indiana,18149,Starke,41.291,-86.621
Frederick,Frederick,OK,Oklahoma,40141,Tillman,34.3709,-99.001
Windermere,Windermere,FL,Florida,12095,Orange,28.5035,-81.541
Nanty-Glo,Nanty-Glo,PA,Pennsylvania,42021,Cambria,40.4708,-78.8339
Frontenac,Frontenac,MO,Missouri,29189,St. Louis,38.6301,-90.419
Amberley,Amberley,OH,Ohio,39061,Hamilton,39.2035,-84.4283
Mississippi State,Mississippi State,MS,Mississippi,28105,Oktibbeha,33.4515,-88.7913
Sloan,Sloan,NY,New York,36029,Erie,42.8921,-78.7918
Centerville,Centerville,TN,Tennessee,47081,Hickman,35.8042,-87.4577
Breñas,Brenas,PR,Puerto Rico,72143,Vega Alta,18.4734,-66.3346
Robins,Robins,IA,Iowa,19113,Linn,42.0799,-91.6762
Valhalla,Valhalla,NY,New York,36119,Westchester,41.0775,-73.778
Willcox,Willcox,AZ,Arizona,4003,Cochise,32.2514,-109.8359
Lead,Lead,SD,South Dakota,46081,Lawrence,44.3528,-103.7671
Berwyn,Berwyn,PA,Pennsylvania,42029,Chester,40.0396,-75.4439
Momence,Momence,IL,Illinois,17091,Kankakee,41.164,-87.663
Mount Pleasant,Mount Pleasant,UT,Utah,49039,Sanpete,39.5408,-111.4558
Two Harbors,Two Harbors,MN,Minnesota,27075,Lake,47.03,-91.675
Piggott,Piggott,AR,Arkansas,5021,Clay,36.3858,-90.2017
Buzzards Bay,Buzzards Bay,MA,Massachusetts,25001,Barnstable,41.7551,-70.6129
Morton,Morton,MS,Mississippi,28123,Scott,32.3455,-89.6572
Evergreen,Evergreen,AL,Alabama,1035,Conecuh,31.4342,-86.9723
Unadilla,Unadilla,GA,Georgia,13093,Dooly,32.2583,-83.7356
Indianola,Indianola,WA,Washington,53035,Kitsap,47.7566,-122.5142
Rockfish,Rockfish,NC,North Carolina,37093,Hoke,34.9902,-79.0694
Lockeford,Lockeford,CA,California,6077,San Joaquin,38.1509,-121.1554
Holden Heights,Holden Heights,FL,Florida,12095,Orange,28.5013,-81.3878
West Liberty,West Liberty,KY,Kentucky,21175,Morgan,37.9161,-83.2668
Paw Paw Lake,Paw Paw Lake,MI,Michigan,26021,Berrien,42.2113,-86.2759
Harrison,Harrison,MI,Michigan,26035,Clare,44.0168,-84.808
Golden Grove,Golden Grove,SC,South Carolina,45045,Greenville,34.7324,-82.4408
Mariemont,Mariemont,OH,Ohio,39061,Hamilton,39.1429,-84.3784
Reliez Valley,Reliez Valley,CA,California,6013,Contra Costa,37.9399,-122.1027
Southern Gateway,Southern Gateway,VA,Virginia,51179,Stafford,38.3489,-77.5036
Gravette,Gravette,AR,Arkansas,5007,Benton,36.4291,-94.3714
Teague,Teague,TX,Texas,48161,Freestone,31.6295,-96.2801
Silver Creek,Silver Creek,NY,New York,36013,Chautauqua,42.5426,-79.1677
Brimfield,Brimfield,OH,Ohio,39133,Portage,41.0941,-81.3483
St. Johns,St. Johns,AZ,Arizona,4001,Apache,34.5018,-109.3784
La Conner,La Conner,WA,Washington,53057,Skagit,48.3927,-122.4944
Clayton,Clayton,DE,Delaware,10001,Kent,39.2846,-75.6364
Wrightstown,Wrightstown,WI,Wisconsin,55009,Brown,44.3262,-88.1756
Poteet,Poteet,TX,Texas,48013,Atascosa,29.0372,-98.5728
Hanover,Hanover,MN,Minnesota,27171,Wright,45.158,-93.6631
Riverside,Riverside,MO,Missouri,29165,Platte,39.1703,-94.6305
Goldendale,Goldendale,WA,Washington,53039,Klickitat,45.8191,-120.8233
Bloomer,Bloomer,WI,Wisconsin,55017,Chippewa,45.103,-91.4913
Lyons,Lyons,KS,Kansas,20159,Rice,38.3462,-98.2045
Seymour,Seymour,WI,Wisconsin,55087,Outagamie,44.5142,-88.3271
Amity Gardens,Amity Gardens,PA,Pennsylvania,42011,Berks,40.2719,-75.7321
Hot Springs,Hot Springs,SD,South Dakota,46047,Fall River,43.4196,-103.4658
Valley Springs,Valley Springs,CA,California,6009,Calaveras,38.1837,-120.815
Hanover,Hanover,IN,Indiana,18077,Jefferson,38.7133,-85.4726
Nellis AFB,Nellis AFB,NV,Nevada,32003,Clark,36.2473,-115.0574
Zumbrota,Zumbrota,MN,Minnesota,27049,Goodhue,44.295,-92.6734
Vassar,Vassar,MI,Michigan,26157,Tuscola,43.3719,-83.577
Granite Hills,Granite Hills,CA,California,6073,San Diego,32.8033,-116.9056
Broken Bow,Broken Bow,NE,Nebraska,31041,Custer,41.4052,-99.6401
Llano,Llano,TX,Texas,48299,Llano,30.7508,-98.6763
Moscow Mills,Moscow Mills,MO,Missouri,29113,Lincoln,38.94,-90.9254
Emerald Lakes,Emerald Lakes,PA,Pennsylvania,42089,Monroe,41.0845,-75.4154
Lake Isabella,Lake Isabella,CA,California,6029,Kern,35.6378,-118.4819
Glen Raven,Glen Raven,NC,North Carolina,37001,Alamance,36.1247,-79.4649
Grasonville,Grasonville,MD,Maryland,24035,Queen Anne's,38.9559,-76.1948
Le Roy,Le Roy,IL,Illinois,17113,McLean,40.3395,-88.7628
East Prairie,East Prairie,MO,Missouri,29133,Mississippi,36.7788,-89.3837
Newaygo,Newaygo,MI,Michigan,26123,Newaygo,43.4162,-85.8031
St. James City,St. James City,FL,Florida,12071,Lee,26.5507,-82.098
Waller,Waller,TX,Texas,48473,Waller,30.0629,-95.9221
West Monroe,West Monroe,MI,Michigan,26115,Monroe,41.9143,-83.4317
Elkins,Elkins,AR,Arkansas,5143,Washington,36.0163,-94.025
Huntingtown,Huntingtown,MD,Maryland,24009,Calvert,38.6117,-76.6187
Lake Royale,Lake Royale,NC,North Carolina,37069,Franklin,35.9666,-78.196
Sauk City,Sauk City,WI,Wisconsin,55111,Sauk,43.2722,-89.7312
Myrtle Creek,Myrtle Creek,OR,Oregon,41019,Douglas,43.0226,-123.2812
Kane,Kane,PA,Pennsylvania,42083,McKean,41.663,-78.8096
Vicksburg,Vicksburg,MI,Michigan,26077,Kalamazoo,42.1186,-85.5413
Delshire,Delshire,OH,Ohio,39061,Hamilton,39.0884,-84.595
Vivian,Vivian,LA,Louisiana,22017,Caddo,32.8714,-93.9862
Locust Valley,Locust Valley,NY,New York,36059,Nassau,40.8782,-73.5884
Three Lakes,Three Lakes,WA,Washington,53061,Snohomish,47.942,-121.9924
Watkins Glen,Watkins Glen,NY,New York,36097,Schuyler,42.3801,-76.8673
Red Bud,Red Bud,IL,Illinois,17157,Randolph,38.2096,-89.9997
Forsyth,Forsyth,IL,Illinois,17115,Macon,39.9259,-88.964
Yuma,Yuma,CO,Colorado,8125,Yuma,40.124,-102.7161
Raymond,Raymond,MS,Mississippi,28049,Hinds,32.2609,-90.4083
Balmville,Balmville,NY,New York,36071,Orange,41.5281,-74.0234
Cienegas Terrace,Cienegas Terrace,TX,Texas,48465,Val Verde,29.3687,-100.9432
Carrollton,Carrollton,MO,Missouri,29033,Carroll,39.3636,-93.4955
Alturas,Alturas,FL,Florida,12105,Polk,27.8419,-81.6952
Pine Island,Pine Island,MN,Minnesota,27049,Goodhue,44.197,-92.6165
Middleville,Middleville,MI,Michigan,26015,Barry,42.7137,-85.4692
East Sandwich,East Sandwich,MA,Massachusetts,25001,Barnstable,41.7365,-70.4341
Emerald Mountain,Emerald Mountain,AL,Alabama,1051,Elmore,32.4396,-86.0857
Brentwood,Brentwood,MD,Maryland,24033,Prince George's,38.9439,-76.9571
Marlboro Meadows,Marlboro Meadows,MD,Maryland,24033,Prince George's,38.8374,-76.7144
Red Oak,Red Oak,NC,North Carolina,37127,Nash,36.0415,-77.9065
Pelham,Pelham,GA,Georgia,13205,Mitchell,31.1267,-84.1514
Hicksville,Hicksville,OH,Ohio,39039,Defiance,41.2944,-84.7648
Johnston City,Johnston City,IL,Illinois,17199,Williamson,37.8214,-88.929
Cedar Grove,Cedar Grove,FL,Florida,12005,Bay,30.1812,-85.6268
Hidden Meadows,Hidden Meadows,CA,California,6073,San Diego,33.2236,-117.1198
Wheatland,Wheatland,WY,Wyoming,56031,Platte,42.0516,-104.9595
Hanceville,Hanceville,AL,Alabama,1043,Cullman,34.0634,-86.7651
Hodgenville,Hodgenville,KY,Kentucky,21123,Larue,37.5668,-85.7353
Shannondale,Shannondale,WV,West Virginia,54037,Jefferson,39.2123,-77.8105
North Pembroke,North Pembroke,MA,Massachusetts,25023,Plymouth,42.0989,-70.7823
Sunset,Sunset,LA,Louisiana,22097,St. Landry,30.4083,-92.0641
Brodhead,Brodhead,WI,Wisconsin,55045,Green,42.6168,-89.3756
Alexander,Alexander,AR,Arkansas,5119,Pulaski,34.6185,-92.4512
Loyalhanna,Loyalhanna,PA,Pennsylvania,42129,Westmoreland,40.3144,-79.356
Malvern,Malvern,PA,Pennsylvania,42029,Chester,40.0329,-75.5146
Putnam Lake,Putnam Lake,NY,New York,36079,Putnam,41.4747,-73.5483
McLendon-Chisholm,McLendon-Chisholm,TX,Texas,48397,Rockwall,32.8512,-96.3924
Carlton,Carlton,OR,Oregon,41071,Yamhill,45.2945,-123.1753
Elim,Elim,PA,Pennsylvania,42021,Cambria,40.2989,-78.943
Wilkesboro,Wilkesboro,NC,North Carolina,37193,Wilkes,36.142,-81.173
Cross Mountain,Cross Mountain,TX,Texas,48029,Bexar,29.6535,-98.6564
Pawhuska,Pawhuska,OK,Oklahoma,40113,Osage,36.6687,-96.3312
Doolittle,Doolittle,TX,Texas,48215,Hidalgo,26.3598,-98.1168
Rollingwood,Rollingwood,CA,California,6013,Contra Costa,37.9655,-122.3305
Gothenburg,Gothenburg,NE,Nebraska,31047,Dawson,40.9241,-100.154
Hannahs Mill,Hannahs Mill,GA,Georgia,13293,Upson,32.9369,-84.3405
Jasper,Jasper,TN,Tennessee,47115,Marion,35.0664,-85.6228
Mineral Ridge,Mineral Ridge,OH,Ohio,39155,Trumbull,41.1379,-80.7653
Heyburn,Heyburn,ID,Idaho,16067,Minidoka,42.5599,-113.7623
Oakhurst,Oakhurst,CA,California,6039,Madera,37.3342,-119.6483
Clifton,Clifton,TX,Texas,48035,Bosque,31.7822,-97.5824
Moore Haven,Moore Haven,FL,Florida,12043,Glades,26.8338,-81.0984
Highland Acres,Highland Acres,DE,Delaware,10001,Kent,39.1162,-75.5216
Aguas Buenas,Aguas Buenas,PR,Puerto Rico,72007,Aguas Buenas,18.2573,-66.1062
Mono Vista,Mono Vista,CA,California,6109,Tuolumne,38.0124,-120.2697
Aledo,Aledo,IL,Illinois,17131,Mercer,41.1984,-90.7459
Mount Orab,Mount Orab,OH,Ohio,39015,Brown,39.0293,-83.9267
Piney Point Village,Piney Point Village,TX,Texas,48201,Harris,29.7588,-95.5156
Mobridge,Mobridge,SD,South Dakota,46129,Walworth,45.541,-100.4349
Dillonvale,Dillonvale,OH,Ohio,39061,Hamilton,39.2173,-84.403
Kekaha,Kekaha,HI,Hawaii,15007,Kauai,21.9684,-159.7141
Oaklawn-Sunview,Oaklawn-Sunview,KS,Kansas,20173,Sedgwick,37.6084,-97.2984
Point Baker,Point Baker,FL,Florida,12113,Santa Rosa,30.6855,-87.0521
Lockland,Lockland,OH,Ohio,39061,Hamilton,39.2278,-84.4565
Rochester,Rochester,PA,Pennsylvania,42007,Beaver,40.7025,-80.2838
Treasure Lake,Treasure Lake,PA,Pennsylvania,42033,Clearfield,41.1713,-78.7173
Cottonport,Cottonport,LA,Louisiana,22009,Avoyelles,30.9892,-92.0509
Tierra Verde,Tierra Verde,FL,Florida,12103,Pinellas,27.6685,-82.7304
Landmark,Landmark,AR,Arkansas,5119,Pulaski,34.607,-92.3206
Iowa,Iowa,LA,Louisiana,22019,Calcasieu,30.2393,-93.0129
Riverton,Riverton,IL,Illinois,17167,Sangamon,39.8456,-89.5394
Canyon Creek,Canyon Creek,WA,Washington,53061,Snohomish,48.1157,-121.9831
Riverdale,Riverdale,CA,California,6019,Fresno,36.4304,-119.8671
Hoosick Falls,Hoosick Falls,NY,New York,36083,Rensselaer,42.9009,-73.35
San Miguel,San Miguel,CA,California,6013,Contra Costa,37.8867,-122.0368
Ross,Ross,OH,Ohio,39017,Butler,39.3146,-84.6599
Yadkinville,Yadkinville,NC,North Carolina,37197,Yadkin,36.131,-80.6588
La Vale,La Vale,MD,Maryland,24001,Allegany,39.6518,-78.8162
Gibson City,Gibson City,IL,Illinois,17053,Ford,40.4665,-88.3788
South Beach,South Beach,FL,Florida,12061,Indian River,27.5883,-80.3435
Dennis Port,Dennis Port,MA,Massachusetts,25001,Barnstable,41.6677,-70.1358
Monte Sereno,Monte Sereno,CA,California,6085,Santa Clara,37.2404,-121.9882
Houston,Houston,MS,Mississippi,28017,Chickasaw,33.8963,-89.0031
Hobart,Hobart,OK,Oklahoma,40075,Kiowa,35.0246,-99.0875
Ingenio,Ingenio,PR,Puerto Rico,72137,Toa Baja,18.4454,-66.2259
Montura,Montura,FL,Florida,12051,Hendry,26.6429,-81.0938
Freeland,Freeland,PA,Pennsylvania,42079,Luzerne,41.0212,-75.8963
Smithville-Sanders,Smithville-Sanders,IN,Indiana,18105,Monroe,39.0597,-86.5108
Germantown Hills,Germantown Hills,IL,Illinois,17203,Woodford,40.7712,-89.467
Paulding,Paulding,OH,Ohio,39125,Paulding,41.1424,-84.5824
Cape May,Cape May,NJ,New Jersey,34009,Cape May,38.9409,-74.9042
Harlem,Harlem,GA,Georgia,13073,Columbia,33.4262,-82.3129
Claxton,Claxton,GA,Georgia,13109,Evans,32.1613,-81.9094
Cuthbert,Cuthbert,GA,Georgia,13243,Randolph,31.7713,-84.794
Tutwiler,Tutwiler,MS,Mississippi,28135,Tallahatchie,34.0172,-90.4333
Minoa,Minoa,NY,New York,36067,Onondaga,43.0742,-76.0085
Oliver Springs,Oliver Springs,TN,Tennessee,47145,Roane,36.0398,-84.3284
Baldwin,Baldwin,GA,Georgia,13137,Habersham,34.4864,-83.5494
Meadowbrook,Meadowbrook,CA,California,6065,Riverside,33.7253,-117.2851
Hansville,Hansville,WA,Washington,53035,Kitsap,47.8978,-122.5579
Leisure Village West,Leisure Village West,NJ,New Jersey,34029,Ocean,40.0104,-74.2806
High Bridge,High Bridge,NJ,New Jersey,34019,Hunterdon,40.6684,-74.894
Heflin,Heflin,AL,Alabama,1029,Cleburne,33.6471,-85.5698
Campo,Campo,CA,California,6073,San Diego,32.6394,-116.4745
Eagle Grove,Eagle Grove,IA,Iowa,19197,Wright,42.6664,-93.9026
New Hampton,New Hampton,IA,Iowa,19037,Chickasaw,43.0563,-92.3153
Calcium,Calcium,NY,New York,36045,Jefferson,44.0401,-75.8468
Lake Lakengren,Lake Lakengren,OH,Ohio,39135,Preble,39.6894,-84.69
La Center,La Center,WA,Washington,53011,Clark,45.8595,-122.6757
Woodlawn,Woodlawn,OH,Ohio,39061,Hamilton,39.2556,-84.471
Dunkirk,Dunkirk,IN,Indiana,18075,Jay,40.3741,-85.2076
Marianna,Marianna,AR,Arkansas,5077,Lee,34.7736,-90.7674
Concordia,Concordia,NJ,New Jersey,34023,Middlesex,40.3117,-74.4477
Richwood,Richwood,LA,Louisiana,22073,Ouachita,32.4486,-92.0774
Newcastle,Newcastle,WY,Wyoming,56045,Weston,43.851,-104.2123
Toa Alta,Toa Alta,PR,Puerto Rico,72135,Toa Alta,18.3883,-66.2503
Haworth,Haworth,NJ,New Jersey,34003,Bergen,40.9622,-73.9976
Trinity,Trinity,TX,Texas,48455,Trinity,30.9445,-95.3736
South Dennis,South Dennis,MA,Massachusetts,25001,Barnstable,41.7051,-70.1537
Tolono,Tolono,IL,Illinois,17019,Champaign,39.9912,-88.2625
South Vacherie,South Vacherie,LA,Louisiana,22093,St. James,29.9406,-90.6891
Ladonia,Ladonia,AL,Alabama,1113,Russell,32.4609,-85.0877
Tipton,Tipton,MO,Missouri,29135,Moniteau,38.6549,-92.7803
Leavenworth,Leavenworth,WA,Washington,53007,Chelan,47.5948,-120.6628
Hominy,Hominy,OK,Oklahoma,40113,Osage,36.422,-96.3929
Tuckerton,Tuckerton,NJ,New Jersey,34029,Ocean,39.5974,-74.3306
Frontenac,Frontenac,KS,Kansas,20037,Crawford,37.4583,-94.7018
Pantops,Pantops,VA,Virginia,51003,Albemarle,38.0308,-78.4444
Nyssa,Nyssa,OR,Oregon,41045,Malheur,43.8776,-116.9951
Vandenberg AFB,Vandenberg AFB,CA,California,6083,Santa Barbara,34.7483,-120.5182
Clyde Hill,Clyde Hill,WA,Washington,53033,King,47.6303,-122.218
Crosby,Crosby,MN,Minnesota,27035,Crow Wing,46.4892,-93.9573
Crisfield,Crisfield,MD,Maryland,24039,Somerset,37.9827,-75.8516
Dewey,Dewey,OK,Oklahoma,40147,Washington,36.7915,-95.9328
Flat Rock,Flat Rock,NC,North Carolina,37089,Henderson,35.2677,-82.4526
Old Mystic,Old Mystic,CT,Connecticut,9011,New London,41.3854,-71.985
Karnes City,Karnes City,TX,Texas,48255,Karnes,28.8857,-97.9001
Coronita,Coronita,CA,California,6065,Riverside,33.876,-117.6109
Sylvan Beach,Sylvan Beach,NY,New York,36065,Oneida,43.2061,-75.7234
Mountain View,Mountain View,HI,Hawaii,15001,Hawaii,19.5358,-155.1596
Keego Harbor,Keego Harbor,MI,Michigan,26125,Oakland,42.6088,-83.3443
McChord AFB,McChord AFB,WA,Washington,53053,Pierce,47.1328,-122.4924
Alma,Alma,GA,Georgia,13005,Bacon,31.5432,-82.4745
Oakridge,Oakridge,OR,Oregon,41039,Lane,43.745,-122.4637
Elizabethtown,Elizabethtown,NC,North Carolina,37017,Bladen,34.6238,-78.6097
Cleves,Cleves,OH,Ohio,39061,Hamilton,39.1635,-84.7469
Pine Hills,Pine Hills,CA,California,6023,Humboldt,40.7313,-124.1551
Glasgow,Glasgow,MT,Montana,30105,Valley,48.199,-106.6321
Waldron,Waldron,AR,Arkansas,5127,Scott,34.902,-94.0953
Windsor,Windsor,NC,North Carolina,37015,Bertie,35.9927,-76.9399
Grand Mound,Grand Mound,WA,Washington,53067,Thurston,46.8053,-123.0119
Churchville,Churchville,NY,New York,36055,Monroe,43.1036,-77.8824
Casa Conejo,Casa Conejo,CA,California,6111,Ventura,34.1847,-118.9445
Georgetown,Georgetown,IN,Indiana,18043,Floyd,38.2958,-85.9628
Arcadia,Arcadia,SC,South Carolina,45083,Spartanburg,34.9609,-81.9929
Skidway Lake,Skidway Lake,MI,Michigan,26129,Ogemaw,44.1919,-84.0467
Mar-Mac,Mar-Mac,NC,North Carolina,37191,Wayne,35.3345,-78.0545
Loyola,Loyola,CA,California,6085,Santa Clara,37.3502,-122.098
Big Lake,Big Lake,TX,Texas,48383,Reagan,31.1941,-101.4534
Shady Spring,Shady Spring,WV,West Virginia,54081,Raleigh,37.7032,-81.0912
Paris,Paris,AR,Arkansas,5083,Logan,35.2894,-93.7253
North Yelm,North Yelm,WA,Washington,53067,Thurston,46.9648,-122.603
Jefferson,Jefferson,OR,Oregon,41047,Marion,44.7171,-123.0069
Culloden,Culloden,WV,West Virginia,54011,Cabell,38.4159,-82.0722
Tiger Point,Tiger Point,FL,Florida,12113,Santa Rosa,30.3775,-87.0578
Port Monmouth,Port Monmouth,NJ,New Jersey,34025,Monmouth,40.4337,-74.101
Eastlawn Gardens,Eastlawn Gardens,PA,Pennsylvania,42095,Northampton,40.748,-75.2913
Cactus,Cactus,TX,Texas,48341,Moore,36.0444,-102.008
Bethel,Bethel,OH,Ohio,39025,Clermont,38.9627,-84.0846
Burbank,Burbank,WA,Washington,53071,Walla Walla,46.1991,-118.9728
Manila,Manila,AR,Arkansas,5093,Mississippi,35.8848,-90.1653
Kennedy,Kennedy,CA,California,6077,San Joaquin,37.929,-121.2457
Ahtanum,Ahtanum,WA,Washington,53077,Yakima,46.5583,-120.611
Sleepy Eye,Sleepy Eye,MN,Minnesota,27015,Brown,44.2988,-94.7235
Ely,Ely,MN,Minnesota,27137,St. Louis,47.9054,-91.8517
Nokomis,Nokomis,FL,Florida,12115,Sarasota,27.1227,-82.437
Delmar,Delmar,MD,Maryland,24045,Wicomico,38.4451,-75.5662
Mattapoisett Center,Mattapoisett Center,MA,Massachusetts,25023,Plymouth,41.6667,-70.8054
Hartford,Hartford,SD,South Dakota,46099,Minnehaha,43.621,-96.9424
Experiment,Experiment,GA,Georgia,13255,Spalding,33.2789,-84.276
Cornville,Cornville,AZ,Arizona,4025,Yavapai,34.7389,-111.9086
Elma,Elma,WA,Washington,53027,Grays Harbor,47.0055,-123.4112
North Lakeport,North Lakeport,CA,California,6033,Lake,39.0883,-122.9054
Houghton Lake,Houghton Lake,MI,Michigan,26143,Roscommon,44.3124,-84.7625
Loíza,Loiza,PR,Puerto Rico,72087,Loíza,18.431,-65.88
Lincoln Heights,Lincoln Heights,OH,Ohio,39061,Hamilton,39.2434,-84.457
Northlake,Northlake,TX,Texas,48121,Denton,33.0802,-97.2545
Pixley,Pixley,CA,California,6107,Tulare,35.9769,-119.2889
Lake Placid,Lake Placid,NY,New York,36031,Essex,44.2838,-73.9855
Howe,Howe,TX,Texas,48181,Grayson,33.5066,-96.6155
Reno,Reno,TX,Texas,48277,Lamar,33.6659,-95.4768
Shallowater,Shallowater,TX,Texas,48303,Lubbock,33.6901,-101.9893
Peshtigo,Peshtigo,WI,Wisconsin,55075,Marinette,45.0556,-87.7476
Oak Valley,Oak Valley,NJ,New Jersey,34015,Gloucester,39.8055,-75.1589
Manor,Manor,PA,Pennsylvania,42129,Westmoreland,40.3459,-79.6693
Corunna,Corunna,MI,Michigan,26155,Shiawassee,42.9838,-84.1163
Crestview Hills,Crestview Hills,KY,Kentucky,21117,Kenton,39.0249,-84.5695
Hollywood Park,Hollywood Park,TX,Texas,48029,Bexar,29.5994,-98.4841
Mansfield,Mansfield,PA,Pennsylvania,42117,Tioga,41.8062,-77.0787
Kinsey,Kinsey,AL,Alabama,1069,Houston,31.2926,-85.3353
Auburn,Auburn,NE,Nebraska,31127,Nemaha,40.3894,-95.8436
Mayfield,Mayfield,OH,Ohio,39035,Cuyahoga,41.5501,-81.4369
